plot,plot_yr,yr,repeat_plot,grid_plot,date_samp,jul_day,easting,northing,coord_comments,grassht,forbht,woodyht,woodypct,basal_area,density,dens_c1,dens_c2,dens_c3,dens_c4,avgdens,stddens,waterpct,rockpct,barepct,slope,aspect,TEC,PH,ORG,S,BCA,BMG,BK,BNA,BH,rain6,rain7,rain8,rain9,rain10,rain11,rain12,rain1,rain2,rain3,rain4,rain5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,temp1,temp2,temp3,temp4,temp5,OrBis,bison,YrsOB,BP5Yrs,YrsSLB,burn,date_of_burn,jul_day_burn,logP,logCA,logMG,logK,logNA,logB,logFE,logMN,logCU,logZN,logAL,eastness,northness
317,317.2002,2002,1,1,6/7/2002,158,733000,4079000,NA,0.7,0.5,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0.5,2,5,125,15.94,6.8,5.91,26,84.23,13.65,1.59,0.55,0,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0.468493151,2,1.224657534,0,NA,NA,1,3.57205799,2.559906625,2.136720567,1.447158031,0.338456494,2.367355921,1.72427587,0.301029996,0.521138084,2.683047038,-0.616040459,0.787714512
319,319.2002,2002,1,1,6/7/2002,158,734000,4079000,NA,0.5,0.7,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,2,1,160,22.16,6.3,6,28,82.22,12.67,2.72,0.48,1.93,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,2,0.197260274,1,3/27/2002,86,1.041392685,3.590395947,2.556302501,2.399673721,1.414973348,0.285557309,2.068185862,1.77815125,0.356025857,0.596597096,2.700703717,0.219425258,-0.975629313
331,331.2002,2002,1,1,6/11/2002,162,738000,4069000,NA,0.3,0.4,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,1,20,2,300,23.68,5.9,2.47,21,76.68,12.82,3.42,1.57,5.5,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,0,7.189041096,0,NA,NA,1.322219295,3.105850674,2.10720997,2.045322979,1.477121255,0.238046103,2.45484486,1.579783597,0.093421685,0.904715545,2.757396029,-0.99975584,-0.022096619
343,343.2002,2002,1,1,6/17/2002,168,734000,4083000,NA,0.6,0.5,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,10,2,43,8.32,6,4.62,23,65.74,19.74,2.89,0.74,10.9,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,1,4.243835616,0,NA,NA,0.903089987,3.305566314,2.561101384,2.238046103,1.414973348,0.240549248,2.426511261,1.653212514,0.267171728,0.597695186,2.782472624,-0.831774743,0.555113302
346,346.2002,2002,1,1,6/3/2002,154,734000,4074000,NA,0.5,0.6,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0.5,30,5,310,15.37,6,6.19,24,75.6,18.78,2.54,0.73,2.34,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0,4,0.183561644,1,3/28/2002,87,0.903089987,3.472024698,2.645422269,2.28780173,1.51851394,0.294466226,2.214843848,1,0.269512944,0.445604203,2.716837723,0.850887689,-0.525347639
350,350.2002,2002,1,1,6/4/2002,155,733000,4081000,NA,0.6,0.4,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,20,2,190,19.9,6,5.48,25,63.97,18.17,1.75,1.55,14.54,24,14,18,43,61,21,24,5,16,19,132,117,23.3,29,27.9,21,15.2,11.4,4.6,2.8,3.8,6.9,15.2,17.8,0,0,0.460273973,2,1.208219178,0,NA,NA,1,3.405858399,2.63748973,2.133538908,1.851258349,0.230448921,2.389166084,1.556302501,0.346352974,0.633468456,2.759667845,0.997799279,0.066306858
205,205.2003,2003,1,1,6/11/2003,162,727000,4080000,NA,0.5,0.6,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,10,3,298,21.8,7,6.53,27,74.84,17.7,2.21,0.86,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,9.652054795,0,5.369863014,0,NA,NA,1.113943352,3.513617074,2.665580991,2.274157849,1.633468456,0.264817823,2.064457989,1.755874856,0.382017043,0.56937391,2.731588765,0.436137629,-0.899879974
206,206.2003,2003,1,1,6/16/2003,167,730000,4076000,NA,0.5,0.5,0.4,4,0,0,NA,NA,NA,NA,0,NA,0,0,15,1,296,18.43,6.7,5.5,25,80.25,16.05,2.87,0.83,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,7.073972603,2,0.232876712,1,3/23/2003,82,1.041392685,3.47099817,2.550228353,2.31386722,1.544068044,0.212187604,2.068185862,1.698970004,0.230448921,0.688419822,2.64738297,0.636761251,0.771061029
208,208.2003,2003,1,1,6/28/2003,179,728000,4078000,NA,0.8,0.5,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,5,209,26.18,7.3,5.93,29,78.11,15.92,2.04,3.94,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,9.698630137,1,2.583561644,0,NA,NA,1,3.611723308,2.698970004,2.318063335,2.374748346,0.338456494,2.017033339,1.812913357,0.36361198,0.447158031,2.683047038,0.996466642,-0.083989475
220,220.2003,2003,1,1,6/20/2003,171,728000,4080000,NA,0.8,0.5,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,1,4,110,22.3,6.9,5.02,23,82.38,14.91,1.53,1.19,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,9.676712329,1,2.260273973,0,NA,NA,0.954242509,3.565139152,2.600972896,2.123851641,1.785329835,0.23299611,2.222716471,1.653212514,0.336459734,0.367355921,2.717670503,-0.044242678,-0.999020813
222,222.2003,2003,1,1,6/16/2003,167,729000,4077000,NA,0.6,0.6,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,20,2,46,18.31,6.2,5.03,25,70.48,15.97,3.6,0.78,9.15,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,7.073972603,1,3.547945205,0,NA,NA,1.041392685,3.411788005,2.545307116,2.409933123,1.51851394,0.252853031,2.161368002,1.662757832,0.298853076,0.572871602,2.749736316,0.901788348,-0.432177945
226,226.2003,2003,1,1,6/16/2003,167,729000,4078000,NA,0.6,0.6,0.4,5,0,0,NA,NA,NA,NA,0,NA,0,0,15,4,222,18.3,6,5.3,27,62.46,18.58,2.31,0.86,15.81,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,1,1,7.301369863,1,3.547945205,0,NA,NA,1.041392685,3.359076226,2.610660163,2.217483944,1.556302501,0.252853031,2.350248018,1.491361694,0.255272505,0.705007959,2.752816431,0.868950838,-0.494898415
238,238.2003,2003,1,1,6/12/2003,163,732000,4075000,NA,0.6,0.5,0.1,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,10,5,35,13.66,6.2,3.62,27,78.51,15.31,1.88,0.92,3.35,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,4.312328767,3,1.208219178,0,NA,NA,1,3.331427297,2.399673721,2,1.462397998,0.220108088,2.290034611,1.414973348,0.198657087,0.584331224,2.757396029,-0.428182669,-0.903692205
244,244.2003,2003,1,1,6/12/2003,163,731000,4074000,NA,0.7,0.5,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,1,270,14.93,6,3.54,28,66.08,18.2,3.37,1.11,11.23,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,4.312328767,0,9.208219178,0,NA,NA,1,3.295127085,2.5132176,2.292256071,1.579783597,0.220108088,2.23299611,1.361727836,0.181843588,0.609594409,2.775974331,-0.176045946,0.984381951
254,254.2003,2003,1,1,6/12/2003,163,734000,4071000,NA,0.6,0.7,0.5,1,0,0,NA,NA,NA,NA,0,NA,1,0,5,5,122,21.1,7.1,4.72,29,83.6,13.27,2.35,0.8,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,3,1.791780822,0,NA,NA,1,3.547528576,2.526339277,2.285557309,1.591064607,0.307496038,2.365487985,1.806179974,0.403120521,0.532754379,2.644438589,0.498713154,-0.866767091
259,259.2003,2003,1,1,6/13/2003,164,734000,4073000,NA,0.5,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0.5,40,2,28,24.38,6.3,5.75,26,79.68,10.19,2.61,0.64,6.87,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,4,0.216438356,1,3/26/2003,85,1.113943352,3.589391023,2.474216264,2.394451681,1.556302501,0.240549248,2.041392685,1.908485019,0.324282455,0.519827994,2.802089258,0.270905788,-0.962605866
303,303.2003,2003,1,1,6/20/2003,171,731000,4082000,NA,0.4,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,20,4,44,15.68,5.8,3.73,24,65.34,12.7,2.68,0.8,18.46,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,2,0.265753425,1,3/15/2003,74,1.041392685,3.311541958,2.378397901,2.214843848,1.462397998,0.217483944,2.093421685,1.643452676,0.209515015,0.580924976,2.79518459,0.017701925,0.999843309
307,307.2003,2003,1,1,6/17/2003,168,731000,4079000,NA,0.7,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,5,3,270,14.05,5.9,3.37,27,64.23,20.34,1.93,1.58,11.93,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,1.495890411,1,2.252054795,0,NA,NA,1.041392685,3.256477206,2.53529412,2.025305865,1.707570176,0.245512668,2.369215857,1.505149978,0.187520721,0.426511261,2.80140371,-0.176045946,0.984381951
308,308.2003,2003,1,1,6/17/2003,168,730000,4086000,NA,0.8,0.7,0.4,5,0,0,NA,NA,NA,NA,0,NA,0,0,2,7,126,25.87,6.4,7.04,31,80.54,14.59,2.34,0.77,1.77,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,5,0.263013699,1,3/13/2003,72,1.176091259,3.6198235,2.656098202,2.372912003,1.662757832,0.307496038,2.149219113,1.568201724,0.45331834,0.624282096,2.776701184,0.329990826,0.943984139
309,309.2003,2003,1,1,6/17/2003,168,731000,4086000,NA,0.4,1,0.2,0.5,0,0,NA,NA,NA,NA,0,NA,0,10,15,8,120,17.98,5.6,3.44,26,51,15.8,1.85,1.69,29.64,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,5,0.263013699,1,3/13/2003,72,1.079181246,3.263399331,2.532754379,2.113943352,1.84509804,0.222716471,2.401400541,1.230448921,0.217483944,0.40654018,2.906873535,0.580611184,0.814180971
317,317.2003,2003,1,1,6/20/2003,171,733000,4079000,NA,0.6,0.6,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0.5,2,5,125,17.92,6.8,3.56,30,82.84,14.37,1.57,1.24,0,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,1.504109589,1,2.260273973,0,NA,NA,0.954242509,3.472610198,2.489958479,2.041392685,1.707570176,0.290034611,2.252853031,1.633468456,0.257678575,0.285557309,2.764176132,-0.616040459,0.787714512
319,319.2003,2003,1,1,6/20/2003,171,734000,4079000,NA,0.6,0.6,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,1,1,160,21.49,6.3,5.04,28,82.25,12.25,2.58,0.77,2.13,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,1,1.232876712,0,NA,NA,1.113943352,3.548389418,2.499687083,2.334453751,1.579783597,0.245512668,2.064457989,1.681241237,0.336459734,0.50242712,2.705863712,0.219425258,-0.975629313
331,331.2003,2003,1,1,6/13/2003,164,738000,4069000,NA,0.5,0.4,0.7,10,0,0,NA,NA,NA,NA,0,NA,0,0.5,15,2,300,8.59,5.9,2,24,77.47,12.32,3.31,1.52,5.33,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,0,8.194520548,0,NA,NA,1.301029996,3.124178055,2.103803721,2.045322979,1.477121255,0.167317335,2.356025857,1.556302501,0.071882007,0.829946696,2.705007959,-0.99975584,-0.022096619
343,343.2003,2003,1,1,6/18/2003,169,734000,4083000,NA,0.6,0.4,0.4,3,0,0,NA,NA,NA,NA,0,NA,0,4,0,2,43,12.89,6,4.05,24,64.27,18.49,3.22,1.01,13,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,0,5.246575342,0,NA,NA,1.041392685,3.219322508,2.456366033,2.209515015,1.477121255,0.222716471,2.365487985,1.579783597,0.217483944,0.600972896,2.740362689,-0.831774743,0.555113302
346,346.2003,2003,1,1,6/13/2003,164,734000,4074000,NA,0.4,0.5,0.2,1,0,0,NA,NA,NA,NA,0,NA,0,0.5,15,5,310,17.13,6,5.31,29,74.69,18.29,3.25,1.09,2.67,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,0,0,5,0.216438356,1,3/26/2003,85,1.041392685,3.408070286,2.575187845,2.336459734,1.633468456,0.220108088,2.238046103,1.146128036,0.309630167,0.499687083,2.73479983,0.850887689,-0.525347639
350,350.2003,2003,1,1,6/11/2003,162,733000,4081000,NA,0.5,0.4,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,2,190,18.5,5.9,4.5,25,63.92,16.89,1.64,1.93,15.64,87,45,94,115,58,9,42,1,35,118,70,156,23.7,26,25.2,22.4,11.9,7.2,3.3,0.4,1.5,8.1,15.5,19.1,0,1,1.479452055,1,2.22739726,0,NA,NA,1.041392685,3.373831145,2.574031268,2.071882007,1.913813852,0.245512668,2.330413773,1.477121255,0.328379603,0.571708832,2.745074792,0.997799279,0.066306858
205,205.2004,2004,1,1,6/21/2004,173,727000,4080000,NA,0.8,1,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,5,3,298,30.95,6.8,6.15,30,77.75,18.12,1.81,0.83,1.48,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,10.68219178,0,6.4,0,NA,NA,0.903089987,3.682415862,2.828015064,2.338456494,1.770852012,0.318063335,2.120573931,1.763427994,0.677606953,0.494154594,2.781036939,0.436137629,-0.899879974
206,206.2004,2004,1,1,6/21/2004,173,730000,4076000,NA,0.6,0.8,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,25,1,296,20.37,6.5,5.17,25,77.42,19.39,2.2,0.98,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,8.090410959,2,1.249315068,0,NA,NA,0.954242509,3.498861689,2.675778342,2.243038049,1.662757832,0.276461804,2.146128036,1.662757832,0.574031268,0.607455023,2.704150517,0.636761251,0.771061029
208,208.2004,2004,1,1,6/8/2004,160,728000,4078000,NA,0.7,0.8,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,10,5,209,31.21,7.5,5.73,36,78.4,16.58,1.72,3.29,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,10.64657534,1,3.531506849,0,NA,NA,0.903089987,3.689663965,2.7930916,2.320146286,2.372912003,0.385606274,2.029383778,1.812913357,0.691965103,0.340444115,2.629409599,0.996466642,-0.083989475
220,220.2004,2004,1,1,6/20/2004,172,728000,4080000,NA,0.5,0.8,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,10,4,110,22.61,7,5.62,28,80.05,17.8,1.59,0.58,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,10.67945205,2,0.273972603,1,3/12/2004,72,0.903089987,3.558708571,2.683947131,2.146128036,1.477121255,0.283301229,2.23299611,1.672097858,0.428134794,0.440909082,2.737987326,-0.044242678,-0.999020813
222,222.2004,2004,1,1,6/8/2004,160,729000,4077000,NA,0.8,0.9,0.3,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,2,46,15.8,6.2,5.28,21,77.72,18.99,2.71,0.61,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,8.054794521,1,4.528767123,0,NA,NA,0.84509804,3.390228362,2.556302501,2.222716471,1.342422681,0.209515015,2.093421685,1.568201724,0.445604203,0.450249108,2.767155866,0.901788348,-0.432177945
226,226.2004,2004,1,1,6/8/2004,160,729000,4078000,NA,0.8,0.7,0.5,5,0,0,NA,NA,NA,NA,0,NA,0,0,5,4,222,21.03,6,5.78,25,58.84,19.38,1.52,0.7,19.55,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,1,1,8.282191781,1,4.528767123,0,NA,NA,0.954242509,3.393575203,2.689308859,2.096910013,1.531478917,0.23299611,2.350248018,1.361727836,0.365487985,0.665580991,2.798650645,0.868950838,-0.494898415
238,238.2004,2004,1,1,6/13/2004,165,732000,4075000,NA,0.5,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,5,20,5,35,13.45,6.1,4.12,24,81.3,15.92,1.93,0.84,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,1,5.317808219,2,2.21369863,0,NA,NA,0.84509804,3.339848783,2.409933123,2.004321374,1.414973348,0.240549248,2.257678575,1.278753601,0.214843848,0.403120521,2.810904281,-0.428182669,-0.903692205
244,244.2004,2004,1,1,6/13/2004,165,731000,4074000,NA,0.6,0.5,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,2,25,1,270,20.45,6.4,3.75,28,70.27,18.83,2.16,0.55,8.2,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,1,5.317808219,0,10.21369863,0,NA,NA,0.84509804,3.458486764,2.664641976,2.235528447,1.414973348,0.217483944,2.173186268,1.204119983,0.252853031,0.309630167,2.85672889,-0.176045946,0.984381951
254,254.2004,2004,1,1,6/13/2004,165,734000,4071000,NA,1.8,0.8,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,5,122,23.32,6.8,4.69,32,83.38,13.72,2.11,0.76,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,2,2.797260274,0,NA,NA,0.84509804,3.589837943,2.584331224,2.283301229,1.612783857,0.344392274,2.451786436,1.740362689,0.492760389,0.46686762,2.706717782,0.498713154,-0.866767091
259,259.2004,2004,1,1,6/21/2004,173,734000,4073000,NA,0.6,0.6,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,3,2,28,27.28,6.2,5.98,25,76.65,9.99,2.35,0.4,10.61,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0.016438356,3,1.24109589,0,NA,NA,0.903089987,3.621384028,2.514547753,2.397940009,1.397940009,0.269512944,1.954242509,1.982271233,0.267171728,0.416640507,2.843855423,0.270905788,-0.962605866
303,303.2004,2004,1,1,6/14/2004,166,731000,4082000,NA,0.7,0.6,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,15,4,44,14.32,5.8,3.9,22,69.45,15.6,2.54,0.73,11.7,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,3,0.238356164,1,3/19/2004,79,0.84509804,3.298634783,2.428134794,2.152288344,1.380211242,0.235528447,2.093421685,1.51851394,0.227886705,0.409933123,2.839478047,0.017701925,0.999843309
307,307.2004,2004,1,1,6/14/2004,166,731000,4079000,NA,0.6,0.5,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,2,3,270,17.68,6,3.88,27,55.15,18.95,1.44,1.23,23.26,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,1,2.490410959,1,3.246575342,0,NA,NA,0.77815125,3.290034611,2.604226053,1.995635195,1.698970004,0.250420002,2.484299839,1.531478917,0.243038049,0.326335861,2.818225894,-0.176045946,0.984381951
308,308.2004,2004,1,1,6/12/2004,164,730000,4086000,NA,0.6,0.6,0.5,1,0,0,NA,NA,NA,NA,0,NA,0,0,2,7,126,27.92,6.4,8.07,28,82.63,14.77,2.1,0.5,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,5,0.252054795,1,3/12/2004,72,0.954242509,3.66407759,2.694605199,2.359835482,1.505149978,0.340444115,2.093421685,1.633468456,0.472756449,0.639486489,2.764176132,0.329990826,0.943984139
309,309.2004,2004,1,1,6/12/2004,164,731000,4086000,NA,0.5,0.8,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,10,15,8,120,19.08,5.7,4.13,27,44.39,17.91,1.6,1.8,34.32,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,5,0.252054795,1,3/12/2004,72,0.84509804,3.228913406,2.612783857,2.075546961,1.897627091,0.267171728,2.390935107,0.903089987,0.195899652,0.252853031,2.963315511,0.580611184,0.814180971
317,317.2004,2004,1,1,6/12/2004,164,733000,4079000,NA,0.7,0.7,0.3,0.5,0,0,NA,NA,NA,NA,0,NA,0,0.5,10,5,125,20.33,6.7,4.83,26,83.47,14.35,1.46,0.73,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,1,2.484931507,2,0.260273973,1,3/9/2004,69,0.77815125,3.530711838,2.544068044,2.064457989,1.531478917,0.315970345,2.245512668,1.591064607,0.257678575,0.336459734,2.698970004,-0.616040459,0.787714512
319,319.2004,2004,1,1,6/12/2004,164,734000,4079000,NA,0.5,0.6,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,5,1,160,23.91,6.3,6.42,27,77.85,12.09,2.57,0.45,7.01,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,1,2.21369863,0,NA,NA,0.954242509,3.570893036,2.540329475,2.380211242,1.397940009,0.269512944,2.008600172,1.653212514,0.346352974,0.437750563,2.698970004,0.219425258,-0.975629313
331,331.2004,2004,1,1,6/20/2004,172,738000,4069000,NA,0.5,0.4,0.8,3,0,0,NA,NA,NA,NA,0,NA,0,0.5,10,2,300,5.33,5.6,1.99,22,75.98,15.79,6.11,2.2,0,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,0,9.216438356,0,NA,NA,1.278753601,2.908485019,2.004321374,2.103803721,1.431363764,0.206825876,2.367355921,1.380211242,-0.055517328,0.671172843,2.73479983,-0.99975584,-0.022096619
343,343.2004,2004,1,1,6/20/2004,172,734000,4083000,NA,0.8,0.4,0.5,3,0,0,NA,NA,NA,NA,0,NA,0,0,10,2,43,16.09,6,4.02,23,59.45,19.58,2.07,0.95,17.99,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0,0,6.254794521,0,NA,NA,0.77815125,3.28171497,2.5774918,2.113943352,1.544068044,0.230448921,2.311753861,1.491361694,0.26245109,0.374748346,2.811575006,-0.831774743,0.555113302
346,346.2004,2004,1,1,6/21/2004,173,734000,4074000,NA,0.5,0.4,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,3,5,310,18.93,6.1,5.93,25,74.93,19.11,2.68,0.85,2.42,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,0,0.016438356,4,1.24109589,0,NA,NA,0.84509804,3.452859336,2.63748973,2.29666519,1.568201724,0.283301229,2.187520721,0.954242509,0.271841607,0.31386722,2.751279104,0.850887689,-0.525347639
350,350.2004,2004,1,1,6/14/2004,166,733000,4081000,NA,0.6,0.6,0.4,0.5,0,0,NA,NA,NA,NA,0,NA,0,0,25,2,190,22.99,6,4.71,25,57.02,16.31,1.29,2.17,23.18,204,20,240,67,71,45,62,60,47,158,96,47,21.9,26.9,26.6,18.9,15.4,8.6,3.8,1,2.6,11,14.9,20.4,0,1,2.490410959,2,0.265753425,1,3/9/2004,69,0.84509804,3.418632687,2.653212514,2.064457989,2.06069784,0.227886705,2.318063335,1.414973348,0.359835482,0.45331834,2.773786445,0.997799279,0.066306858
205,205.2005,2005,1,1,6/7/2005,158,727000,4080000,NA,1,0.7,0.4,1,0,0,NA,NA,NA,NA,0,NA,0,0,5,3,298,28.83,6.8,6.75,26,78.67,17.31,1.73,0.69,1.59,132,106,59,13,138,116,19,94,38,40,34,82,22.2,24.6,25.1,22.2,16.3,9.2,3.7,1.2,6.1,9,15,19.2,1,1,11.64383562,0,7.361643836,0,NA,NA,1.079181246,3.656673046,2.777426822,2.28780173,1.662757832,0.305351369,2.053078443,1.602059991,0.472756449,0.462397998,2.790988475,0.436137629,-0.899879974
206,206.2005,2005,1,1,6/22/2005,173,730000,4076000,NA,0.5,0.7,0.5,0.5,0,0,NA,NA,NA,NA,0,NA,0,0.5,10,1,296,21.84,6.7,4.99,23,73.49,16.6,1.64,0.6,7.67,132,106,59,13,138,116,19,94,38,40,34,82,22.2,24.6,25.1,22.2,16.3,9.2,3.7,1.2,6.1,9,15,19.2,1,1,9.093150685,2,2.252054795,0,NA,NA,1.041392685,3.506505032,2.638489257,2.146128036,1.477121255,0.247973266,2.120573931,1.72427587,0.252853031,0.564666064,2.7355989,0.636761251,0.771061029
