plot.yr,name,corner1,corner2,corner3,corner4,cover,specnum,spname,year,plot,repeat
32.2002,vulpocto,0,3,2,2,2,783,Vulpia octoflora,2002,32,0
33.2002,acalgrac,0,0,3,0,2,2,Acalypha gracilens,2002,33,0
33.2002,acalvirg,3,3,3,3,2,4,Acalypha virginica,2002,33,0
33.2002,achimill,5,3,3,3,2,6,Achillea millefolium,2002,33,0
33.2002,agrohyem,2,2,0,2,2,18,Agrostis hyemalis,2002,33,0
33.2002,ambrarte,2,0,3,3,2,28,Ambrosia artemisiifolia,2002,33,0
33.2002,ambrbide,4,2,0,0,2,29,Ambrosia bidentata,2002,33,0
33.2002,ambrpsil,2,3,0,2,2,30,Ambrosia psilostachya,2002,33,0
33.2002,amphdrac,3,4,2,3,2,38,Amphiachyris dracunculoides,2002,33,0
33.2002,anagmini,0,3,2,0,2,40,Anagallis minima,2002,33,0
33.2002,andrgera,3,5,3,3,5,41,Andropogon gerardii,2002,33,0
33.2002,arteludo,2,0,3,4,2,66,Artemisia ludoviciana,2002,33,0
33.2002,ascltube,0,0,2,0,2,71,Asclepias tuberosa,2002,33,0
33.2002,asclviri,3,0,3,0,2,74,Asclepias viridis,2002,33,0
33.2002,asteeric,0,3,3,2,2,79,Symphyotrichum ericoides var. ericoides,2002,33,0
33.2002,asteprae,2,2,2,4,2,88,Symphyotrichum praealtum var. praealtum,2002,33,0
33.2002,baptaust,0,0,2,2,2,96,Baptisia australis,2002,33,0
33.2002,bromjapo,3,4,3,5,5,111,Bromus arvensis,2002,33,0
33.2002,careamph,4,3,5,3,2,123,Carex amphibola,2002,33,0
33.2002,carebush,0,0,4,2,2,129,Carex bushii,2002,33,0
33.2002,carefest,4,3,5,3,2,134,Carex festucacea,2002,33,0
33.2002,caregrav,2,2,2,2,2,140,Carex gravida,2002,33,0
33.2002,chamfasc,0,0,2,0,2,164,Chamaecrista fasciculata,2002,33,0
33.2002,chamnuta,3,0,0,0,2,168,Chamaesyce nutans,2002,33,0
33.2002,cirsalti,0,2,3,0,2,183,Cirsium altissimum,2002,33,0
33.2002,commerec,0,0,0,2,2,192,Commelina erecta var. erecta,2002,33,0
33.2002,conycana,3,0,0,0,2,197,Conyza canadensis,2002,33,0
33.2002,crotcapi,0,2,0,0,2,205,Croton capitatus,2002,33,0
33.2002,crotglan,2,3,2,3,2,206,Croton glandulosus var. lindheimeri,2002,33,0
33.2002,crotmona,0,3,3,3,2,208,Croton monanthogynus,2002,33,0
33.2002,cuscpent,2,2,0,0,2,213,Cuscuta pentagona,2002,33,0
33.2002,cypeechi,4,0,2,0,2,219,Cyperus echinatus,2002,33,0
33.2002,cypelupu,2,2,0,0,2,222,Cyperus lupulinus,2002,33,0
33.2002,cypepseu,2,0,0,0,2,223,Cyperus pseudovegetus,2002,33,0
33.2002,desmpani,0,0,2,0,2,248,Desmodium paniculatum,2002,33,0
33.2002,dichacum,2,2,2,0,2,253,Dichanthelium acuminatum,2002,33,0
33.2002,dichmala,0,0,3,0,2,258,Dichanthelium malacophyllum,2002,33,0
33.2002,dicholig,4,3,3,5,2,259,Dichanthelium oligosanthes,2002,33,0
33.2002,digicogn,0,0,2,2,2,262,Digitaria cognata,2002,33,0
33.2002,dracampl,0,3,0,0,2,268,Dracopis amplexicaulis,2002,33,0
33.2002,eleomont,2,5,0,0,2,274,Eleocharis montevidensis,2002,33,0
33.2002,elymvirg,2,3,2,4,2,283,Elymus virginicus,2002,33,0
33.2002,eragspec,0,4,2,0,2,293,Eragrostis spectabilis,2002,33,0
33.2002,erigstri,3,0,0,0,2,298,Erigeron strigosus,2002,33,0
33.2002,euphdent,0,0,0,1,2,310,Euphorbia dentata,2002,33,0
33.2002,euphhete,0,0,0,2,2,311,Euphorbia heterophylla,2002,33,0
33.2002,euphspat,0,2,0,0,2,313,Euphorbia spathulata,2002,33,0
33.2002,fimbpube,0,0,0,1,2,322,Fimbristylis puberula var. puberula,2002,33,0
33.2002,unkngaur,2,0,0,0,2,339,Gaura UNKOWN,2002,33,0
33.2002,geracaro,0,2,0,2,2,340,Geranium carolinianum,2002,33,0
33.2002,geumcana,0,0,0,1,2,342,Geum canadense,2002,33,0
33.2002,grinlanc,0,0,3,0,2,347,Grindelia lanceolata,2002,33,0
33.2002,hedehisp,0,3,0,0,2,352,Hedeoma hispida,2002,33,0
33.2002,hordpusi,0,2,0,0,1,364,Hordeum pusillum,2002,33,0
33.2002,houspusi,4,2,0,0,1,365,Houstonia pusilla,2002,33,0
33.2002,ivaannua,2,2,0,0,2,375,Iva annua,2002,33,0
33.2002,juncinte,3,3,2,2,2,380,Juncus interior,2002,33,0
33.2002,juncmarg,0,0,0,1,2,381,Juncus marginatus,2002,33,0
33.2002,krigcesp,0,0,0,2,1,388,Krigia caespitosa,2002,33,0
33.2002,kummstip,4,0,0,2,2,389,Kummerowia stipulacea,2002,33,0
33.2002,kummstri,2,2,0,0,2,390,Kummerowia striata,2002,33,0
33.2002,lepivirg,3,0,3,2,2,401,Lepidium virginicum,2002,33,0
33.2002,lespvirg,0,0,3,0,2,410,Lespedeza virginica,2002,33,0
33.2002,malvhisp,0,0,2,2,2,433,Malvastrum hispidum,2002,33,0
33.2002,mimoquad,0,0,0,2,2,443,Mimosa quadrivalvis,2002,33,0
33.2002,muhlsobo,0,0,3,0,2,457,Muhlenbergia sobolifera,2002,33,0
33.2002,oxaldill,3,3,3,2,2,478,Oxalis dillenii,2002,33,0
33.2002,oxalviol,3,3,2,2,2,480,Oxalis violacea,2002,33,0
33.2002,paniance,2,2,3,0,2,481,Panicum anceps,2002,33,0
33.2002,panivirg,4,2,3,4,3,487,Panicum virgatum,2002,33,0
33.2002,paripens,0,0,3,2,2,488,Parietaria pensylvanica,2002,33,0
33.2002,pasppubi,0,0,0,2,2,496,Paspalum pubiflorum,2002,33,0
33.2002,paspseta,3,0,0,3,2,497,Paspalum setaceum,2002,33,0
33.2002,phalcaro,2,2,0,2,2,509,Phalaris caroliniana,2002,33,0
33.2002,polyavic,0,0,0,3,2,537,Polygonum aviculare,2002,33,0
33.2002,pyrrcaro,2,3,0,0,2,569,Pyrrhopappus carolinianus,2002,33,0
33.2002,quermari,0,0,0,1,5,572,Quercus marilandica,2002,33,0
33.2002,querstel,0,0,3,2,5,576,Quercus stellata,2002,33,0
33.2002,rubuflag,0,0,0,2,2,592,Rubus flagellaris,2002,33,0
33.2002,rudbhirt,5,4,3,2,5,594,Rudbeckia hirta,2002,33,0
33.2002,ruelhumi,4,2,3,3,2,595,Ruellia humilis,2002,33,0
33.2002,rumecris,2,0,0,0,2,598,Rumex crispus,2002,33,0
33.2002,schiscop,2,2,3,2,2,613,Schizachyrium scoparium,2002,33,0
33.2002,setaparv,2,0,2,2,2,628,Setaria parviflora,2002,33,0
33.2002,solacaro,2,2,0,0,2,644,Solanum carolinense,2002,33,0
33.2002,solicana,0,2,0,0,2,650,Solidago canadensis,2002,33,0
33.2002,sorgnuta,0,2,2,2,2,658,Sorghastrum nutans,2002,33,0
33.2002,sporcomp,4,5,2,2,4,668,Sporobolus compositus,2002,33,0
33.2002,stroleio,3,3,2,2,2,677,Strophostyles leiosperma,2002,33,0
33.2002,symporbi,0,0,3,0,2,679,Symphoricarpos orbiculatus,2002,33,0
33.2002,teuccana,2,3,0,0,2,686,Teucrium canadense,2002,33,0
33.2002,tridflav,3,0,2,3,2,698,Tridens flavus,2002,33,0
33.2002,trioperf,2,0,0,0,2,706,Triodanis perfoliata,2002,33,0
33.2002,ulmurubr,0,0,3,0,2,711,Ulmus rubra,2002,33,0
33.2002,valeradi,2,2,0,0,2,759,Valerianella radiata,2002,33,0
33.2002,vernbald,3,0,0,0,2,773,Vernonia baldwinii,2002,33,0
33.2002,veroarve,0,0,3,0,1,774,Veronica arvensis,2002,33,0
33.2002,violsoro,0,0,3,0,2,780,Viola sororia,2002,33,0
33.2002,vulpocto,4,0,0,2,2,783,Vulpia octoflora,2002,33,0
33.2002,xantstru,2,0,0,0,2,786,Xanthium strumarium,2002,33,0
34.2002,acalvirg,0,3,3,0,2,4,Acalypha virginica,2002,34,0
34.2002,achimill,0,2,3,2,2,6,Achillea millefolium,2002,34,0
34.2002,amorcane,0,0,2,3,2,34,Amorpha canescens,2002,34,0
34.2002,amphbrac,0,0,0,2,1,39,Amphicarpaea bracteata,2002,34,0
34.2002,andrgera,0,3,2,3,5,41,Andropogon gerardii,2002,34,0
34.2002,antenegl,0,0,2,0,2,46,Antennaria neglecta,2002,34,0
34.2002,arnoplan,2,2,0,2,2,63,Arnoglossum plantagineum,2002,34,0
34.2002,asclviri,0,0,2,2,2,74,Asclepias viridis,2002,34,0
34.2002,astedrum,2,2,0,0,2,78,Symphyotrichum drummondii var. drummondii,2002,34,0
34.2002,asteeric,0,0,2,0,2,79,Symphyotrichum ericoides var. ericoides,2002,34,0
34.2002,asteoole,2,3,3,3,2,84,Symphyotrichum oolentangiense var. oolentangiense,2002,34,0
34.2002,astepate,2,0,0,4,2,85,Symphyotrichum patens var. patens,2002,34,0
34.2002,baptaust,0,2,2,0,2,96,Baptisia australis,2002,34,0
34.2002,bromjapo,0,3,3,3,2,111,Bromus arvensis,2002,34,0
34.2002,careamph,2,0,3,5,2,123,Carex amphibola,2002,34,0
34.2002,carebush,2,3,3,2,2,129,Carex bushii,2002,34,0
34.2002,carefest,4,5,5,3,4,134,Carex festucacea,2002,34,0
34.2002,caregrav,4,0,0,0,2,140,Carex gravida,2002,34,0
34.2002,careretr,2,0,0,2,2,145,Carex retroflexa,2002,34,0
34.2002,carytexa,0,2,0,0,2,150,Carya texana,2002,34,0
34.2002,celtocci,3,2,2,2,2,154,Celtis occidentalis,2002,34,0
34.2002,chamfasc,0,2,3,3,2,164,Chamaecrista fasciculata,2002,34,0
34.2002,cirsalti,0,0,2,0,1,183,Cirsium altissimum,2002,34,0
34.2002,corndrum,3,2,3,2,2,201,Cornus drummondii,2002,34,0
34.2002,crotsagi,0,3,3,3,2,204,Crotalaria sagittalis,2002,34,0
34.2002,crotglan,0,3,2,2,2,206,Croton glandulosus var. lindheimeri,2002,34,0
34.2002,desmpani,0,0,0,3,2,248,Desmodium paniculatum,2002,34,0
34.2002,desmsess,0,0,4,0,2,250,Desmodium sessilifolium,2002,34,0
34.2002,dichacum,0,0,0,2,2,253,Dichanthelium acuminatum,2002,34,0
34.2002,dichmala,0,0,0,2,2,258,Dichanthelium malacophyllum,2002,34,0
34.2002,dicholig,0,2,3,3,2,259,Dichanthelium oligosanthes,2002,34,0
34.2002,elepcaro,2,0,0,0,2,277,Elephantopus carolinianus,2002,34,0
34.2002,elymcana,0,0,0,1,2,280,Elymus canadensis,2002,34,0
34.2002,elymvirg,0,2,3,5,4,283,Elymus virginicus,2002,34,0
34.2002,erigphil,0,0,0,1,1,297,Erigeron philadelphicus,2002,34,0
34.2002,erigstri,0,2,4,3,2,298,Erigeron strigosus,2002,34,0
34.2002,euphdent,0,3,2,2,2,310,Euphorbia dentata,2002,34,0
34.2002,festsubv,3,0,0,2,2,321,Festuca subverticillata,2002,34,0
34.2002,fragvirg,3,2,0,3,2,323,Fragaria virginiana,2002,34,0
34.2002,galicirc,2,0,0,0,2,331,Galium circaezans,2002,34,0
34.2002,geracaro,0,0,3,2,2,340,Geranium carolinianum,2002,34,0
34.2002,geumcana,4,0,0,0,2,342,Geum canadense,2002,34,0
34.2002,hierlong,0,2,0,0,1,363,Hieracium longipilum,2002,34,0
34.2002,hypepunc,0,0,0,1,2,370,Hypericum punctatum,2002,34,0
34.2002,juncinte,0,0,2,0,2,380,Juncus interior,2002,34,0
34.2002,lactludo,0,0,0,1,2,392,Lactuca ludoviciana,2002,34,0
34.2002,lespproc,0,0,4,2,2,406,Lespedeza procumbens,2002,34,0
34.2002,lespvirg,0,0,3,0,2,410,Lespedeza virginica,2002,34,0
34.2002,muhlsobo,0,0,0,1,2,457,Muhlenbergia sobolifera,2002,34,0
34.2002,oxaldill,2,0,3,3,2,478,Oxalis dillenii,2002,34,0
34.2002,oxalviol,0,3,2,0,2,480,Oxalis violacea,2002,34,0
34.2002,panivirg,0,2,3,0,2,487,Panicum virgatum,2002,34,0
34.2002,paripens,3,4,0,2,2,488,Parietaria pensylvanica,2002,34,0
34.2002,partquin,3,0,0,0,2,492,Parthenocissus quinquefolia,2002,34,0
34.2002,physvirg,2,0,2,0,2,517,Physalis virginiana,2002,34,0
34.2002,poaprate,0,5,0,2,2,529,Poa pratensis,2002,34,0
34.2002,polyvert,0,0,3,0,2,534,Polygala verticillata,2002,34,0
34.2002,polyconv,0,0,0,2,2,538,Polygonum convolvulus,2002,34,0
34.2002,polyvirg,2,0,0,0,2,549,Polygonum virginianum,2002,34,0
34.2002,prunangu,0,0,3,0,2,563,Prunus angustifolia,2002,34,0
34.2002,prunsero,2,0,0,0,2,565,Prunus serotina,2002,34,0
34.2002,quermari,0,0,0,1,5,572,Quercus marilandica,2002,34,0
34.2002,querstel,0,2,0,0,5,576,Quercus stellata,2002,34,0
34.2002,rhuscopa,2,4,4,3,8,583,Rhus copallinum,2002,34,0
34.2002,rubuflag,3,3,2,3,2,592,Rubus flagellaris,2002,34,0
34.2002,ruelhumi,2,2,2,3,2,595,Ruellia humilis,2002,34,0
34.2002,sanicana,2,0,0,0,2,609,Sanicula canadensis,2002,34,0
34.2002,schiscop,0,4,3,3,3,613,Schizachyrium scoparium,2002,34,0
34.2002,setaparv,0,0,2,0,2,628,Setaria parviflora,2002,34,0
34.2002,smiltamn,3,0,0,0,2,642,Smilax tamnoides,2002,34,0
34.2002,solacaro,0,4,0,0,2,644,Solanum carolinense,2002,34,0
34.2002,sorgnuta,0,3,0,2,2,658,Sorghastrum nutans,2002,34,0
34.2002,speriner,0,0,2,0,1,662,Spermolepis inermis,2002,34,0
34.2002,stroleio,0,0,2,0,2,677,Strophostyles leiosperma,2002,34,0
34.2002,symporbi,2,2,2,0,2,679,Symphoricarpos orbiculatus,2002,34,0
34.2002,toxiradi,4,0,0,0,2,692,Toxicodendron radicans,2002,34,0
34.2002,tridflav,0,4,2,3,2,698,Tridens flavus,2002,34,0
34.2002,ulmurubr,3,2,3,0,2,711,Ulmus rubra,2002,34,0
34.2002,vernbald,3,0,2,2,2,773,Vernonia baldwinii,2002,34,0
34.2002,violbico,0,0,0,3,2,778,Viola bicolor,2002,34,0
34.2002,violsoro,2,0,0,2,2,780,Viola sororia,2002,34,0
42.2002,acalgrac,3,0,2,0,2,2,Acalypha gracilens,2002,42,0
42.2002,acalvirg,4,3,4,4,2,4,Acalypha virginica,2002,42,0
42.2002,achimill,0,2,3,0,2,6,Achillea millefolium,2002,42,0
42.2002,agrohyem,2,0,0,0,2,18,Agrostis hyemalis,2002,42,0
42.2002,ambrarte,2,0,0,2,2,28,Ambrosia artemisiifolia,2002,42,0
42.2002,ambrpsil,3,2,2,0,2,30,Ambrosia psilostachya,2002,42,0
42.2002,amorcane,2,2,0,0,2,34,Amorpha canescens,2002,42,0
42.2002,anagmini,0,0,0,2,2,40,Anagallis minima,2002,42,0
42.2002,andrgera,2,4,3,2,3,41,Andropogon gerardii,2002,42,0
42.2002,anteplan,0,0,0,1,2,47,Antennaria plantaginifolia,2002,42,0
42.2002,arteludo,0,0,2,2,2,66,Artemisia ludoviciana,2002,42,0
42.2002,asclviri,3,2,2,2,2,74,Asclepias viridis,2002,42,0
42.2002,asteeric,0,0,3,0,2,79,Symphyotrichum ericoides var. ericoides,2002,42,0
42.2002,asteoole,3,2,2,2,2,84,Symphyotrichum oolentangiense var. oolentangiense,2002,42,0
42.2002,astepate,0,2,0,2,2,85,Symphyotrichum patens var. patens,2002,42,0
42.2002,asteprae,0,0,0,2,2,88,Symphyotrichum praealtum var. praealtum,2002,42,0
42.2002,bidefron,2,0,0,0,2,101,Bidens frondosa,2002,42,0
42.2002,bromjapo,2,2,2,0,2,111,Bromus arvensis,2002,42,0
42.2002,carebush,2,2,2,0,2,129,Carex bushii,2002,42,0
42.2002,careceph,2,2,0,0,2,131,Carex cephalophora,2002,42,0
42.2002,carefest,5,3,2,4,4,134,Carex festucacea,2002,42,0
42.2002,caregran,2,0,0,0,2,139,Carex granularis,2002,42,0
42.2002,celtocci,0,0,0,1,1,154,Celtis occidentalis,2002,42,0
42.2002,cerafont,0,0,0,2,1,158,Cerastium fontanum,2002,42,0
42.2002,chaetain,0,0,2,0,1,162,Chaerophyllum tainturieri,2002,42,0
42.2002,chamfasc,2,2,3,2,2,164,Chamaecrista fasciculata,2002,42,0
42.2002,chenalbu,3,0,0,0,2,175,Chenopodium album,2002,42,0
42.2002,cirsalti,0,0,0,3,2,183,Cirsium altissimum,2002,42,0
42.2002,conycana,2,2,3,0,2,197,Conyza canadensis,2002,42,0
42.2002,corndrum,0,0,2,0,2,201,Cornus drummondii,2002,42,0
42.2002,crotsagi,2,2,0,0,2,204,Crotalaria sagittalis,2002,42,0
42.2002,crotglan,3,2,3,0,2,206,Croton glandulosus var. lindheimeri,2002,42,0
42.2002,cuscpent,0,0,2,0,2,213,Cuscuta pentagona,2002,42,0
42.2002,desmcili,2,2,2,0,2,242,Desmodium ciliare,2002,42,0
42.2002,desmpani,0,0,3,0,2,248,Desmodium paniculatum,2002,42,0
42.2002,desmsess,0,0,2,0,2,250,Desmodium sessilifolium,2002,42,0
42.2002,dichacum,3,2,3,3,2,253,Dichanthelium acuminatum,2002,42,0
42.2002,dicholig,5,3,2,0,2,259,Dichanthelium oligosanthes,2002,42,0
42.2002,dichspha,0,2,2,2,2,260,Dichanthelium sphaerocarpon,2002,42,0
42.2002,elepcaro,0,0,0,1,2,277,Elephantopus carolinianus,2002,42,0
42.2002,elymcana,0,0,4,0,2,280,Elymus canadensis,2002,42,0
42.2002,elymvirg,3,2,2,2,2,283,Elymus virginicus,2002,42,0
42.2002,eragspec,0,0,2,0,2,293,Eragrostis spectabilis,2002,42,0
42.2002,erigphil,0,0,2,2,2,297,Erigeron philadelphicus,2002,42,0
42.2002,erigstri,4,2,2,2,2,298,Erigeron strigosus,2002,42,0
42.2002,eupasero,4,0,0,3,2,307,Eupatorium serotinum,2002,42,0
42.2002,euphdent,0,0,2,2,2,310,Euphorbia dentata,2002,42,0
42.2002,festsubv,4,0,0,4,2,321,Festuca subverticillata,2002,42,0
42.2002,fragvirg,2,0,0,0,2,323,Fragaria virginiana,2002,42,0
42.2002,gamopurp,4,2,3,0,2,334,Gamochaeta purpurea,2002,42,0
42.2002,geracaro,0,0,2,2,2,340,Geranium carolinianum,2002,42,0
42.2002,geumcana,2,2,0,4,2,342,Geum canadense,2002,42,0
42.2002,hedehisp,0,0,3,0,1,352,Hedeoma hispida,2002,42,0
42.2002,heleautu,0,0,2,0,2,355,Helenium autumnale,2002,42,0
42.2002,hierlong,0,0,2,0,2,363,Hieracium longipilum,2002,42,0
42.2002,houspusi,3,0,2,0,1,365,Houstonia pusilla,2002,42,0
42.2002,juncinte,3,2,2,2,2,380,Juncus interior,2002,42,0
42.2002,krigcesp,2,2,0,3,2,388,Krigia caespitosa,2002,42,0
42.2002,kummstip,3,0,0,0,2,389,Kummerowia stipulacea,2002,42,0
42.2002,kummstri,2,2,2,2,2,390,Kummerowia striata,2002,42,0
42.2002,lactludo,2,2,0,0,2,392,Lactuca ludoviciana,2002,42,0
42.2002,lepivirg,0,2,0,0,1,401,Lepidium virginicum,2002,42,0
42.2002,lespcune,0,0,3,0,2,404,Lespedeza cuneata,2002,42,0
42.2002,lespproc,0,2,0,0,2,406,Lespedeza procumbens,2002,42,0
42.2002,lespvirg,2,4,2,2,2,410,Lespedeza virginica,2002,42,0
42.2002,muhlsobo,3,2,2,4,2,457,Muhlenbergia sobolifera,2002,42,0
42.2002,oxaldill,4,2,3,3,2,478,Oxalis dillenii,2002,42,0
42.2002,oxalviol,2,0,0,2,2,480,Oxalis violacea,2002,42,0
42.2002,paniance,0,2,0,0,2,481,Panicum anceps,2002,42,0
42.2002,panivirg,0,2,3,0,2,487,Panicum virgatum,2002,42,0
42.2002,paripens,2,0,0,4,2,488,Parietaria pensylvanica,2002,42,0
42.2002,parofast,2,0,0,0,2,489,Paronychia fastigiata,2002,42,0
42.2002,paspseta,3,2,2,0,2,497,Paspalum setaceum,2002,42,0
42.2002,physvirg,2,0,0,3,2,517,Physalis virginiana,2002,42,0
42.2002,poaprate,5,3,3,2,2,529,Poa pratensis,2002,42,0
42.2002,polyvert,3,0,2,0,2,534,Polygala verticillata,2002,42,0
42.2002,prunvulg,4,0,0,3,2,561,Prunella vulgaris,2002,42,0
42.2002,prunsero,2,0,0,0,2,565,Prunus serotina,2002,42,0
42.2002,quermari,0,0,0,2,5,572,Quercus marilandica,2002,42,0
42.2002,querstel,3,2,2,3,6,576,Quercus stellata,2002,42,0
42.2002,rhuscopa,2,2,2,0,3,583,Rhus copallinum,2002,42,0
42.2002,rubuflag,2,2,2,2,2,592,Rubus flagellaris,2002,42,0
42.2002,rudbhirt,0,0,4,0,2,594,Rudbeckia hirta,2002,42,0
42.2002,ruelhumi,4,2,0,0,2,595,Ruellia humilis,2002,42,0
42.2002,sanicana,2,2,2,3,2,609,Sanicula canadensis,2002,42,0
42.2002,schiscop,4,5,5,0,4,613,Schizachyrium scoparium,2002,42,0
42.2002,scutparv,0,0,2,0,2,622,Scutellaria parvula,2002,42,0
42.2002,sennmari,2,0,0,0,1,626,Senna marilandica,2002,42,0
42.2002,setaparv,0,0,3,0,2,628,Setaria parviflora,2002,42,0
42.2002,solacaro,2,2,0,0,2,644,Solanum carolinense,2002,42,0
42.2002,solicana,0,2,2,0,2,650,Solidago canadensis,2002,42,0
42.2002,soliulmi,4,2,2,3,2,656,Solidago ulmifolia,2002,42,0
42.2002,sorgnuta,0,3,3,0,2,658,Sorghastrum nutans,2002,42,0
42.2002,spheobtu,0,0,0,1,2,663,Sphenopholis obtusata,2002,42,0
42.2002,sporcomp,0,2,5,0,2,668,Sporobolus compositus,2002,42,0
42.2002,stroleio,3,3,2,0,2,677,Strophostyles leiosperma,2002,42,0
42.2002,symporbi,2,2,2,3,2,679,Symphoricarpos orbiculatus,2002,42,0
42.2002,taraoffi,0,0,0,1,1,684,Taraxacum officinale,2002,42,0
42.2002,toxiradi,0,2,0,2,2,692,Toxicodendron radicans,2002,42,0
42.2002,tridflav,0,3,2,0,2,698,Tridens flavus,2002,42,0
42.2002,ulmurubr,2,2,0,2,2,711,Ulmus rubra,2002,42,0
42.2002,valeradi,0,0,2,0,1,759,Valerianella radiata,2002,42,0
42.2002,verburti,0,0,0,1,2,767,Verbena urticifolia,2002,42,0
42.2002,vernbald,2,0,0,3,2,773,Vernonia baldwinii,2002,42,0
42.2002,veroarve,2,3,0,2,2,774,Veronica arvensis,2002,42,0
42.2002,vulpocto,0,0,0,1,1,783,Vulpia octoflora,2002,42,0
43.2002,acalgrac,3,4,3,3,2,2,Acalypha gracilens,2002,43,0
43.2002,acalvirg,2,2,2,3,2,4,Acalypha virginica,2002,43,0
43.2002,achimill,2,0,0,0,2,6,Achillea millefolium,2002,43,0
43.2002,agrohyem,0,0,0,1,2,18,Agrostis hyemalis,2002,43,0
43.2002,ambrarte,2,0,0,0,2,28,Ambrosia artemisiifolia,2002,43,0
43.2002,ambrpsil,2,2,2,0,2,30,Ambrosia psilostachya,2002,43,0
43.2002,andrgera,5,5,3,2,3,41,Andropogon gerardii,2002,43,0
43.2002,anteplan,0,0,0,2,2,47,Antennaria plantaginifolia,2002,43,0
43.2002,asclvert,0,2,0,3,2,72,Asclepias verticillata,2002,43,0
43.2002,asclviri,0,3,2,2,2,74,Asclepias viridis,2002,43,0
43.2002,asteoole,0,3,2,3,2,84,Symphyotrichum oolentangiense var. oolentangiense,2002,43,0
43.2002,astepate,0,0,2,2,2,85,Symphyotrichum patens var. patens,2002,43,0
43.2002,bromjapo,0,0,0,1,2,111,Bromus arvensis,2002,43,0
43.2002,carebush,0,2,0,2,2,129,Carex bushii,2002,43,0
43.2002,careceph,0,0,3,2,2,131,Carex cephalophora,2002,43,0
43.2002,carefest,2,2,4,3,4,134,Carex festucacea,2002,43,0
43.2002,caregrav,0,0,0,2,2,140,Carex gravida,2002,43,0
43.2002,celtocci,0,0,0,2,2,154,Celtis occidentalis,2002,43,0
43.2002,chamfasc,2,0,0,0,2,164,Chamaecrista fasciculata,2002,43,0
43.2002,coregran,2,2,0,0,2,198,Coreopsis grandiflora,2002,43,0
43.2002,crotsagi,0,2,0,0,1,204,Crotalaria sagittalis,2002,43,0
43.2002,cypeechi,0,0,0,1,2,219,Cyperus echinatus,2002,43,0
43.2002,desmcili,0,0,2,0,2,242,Desmodium ciliare,2002,43,0
43.2002,desmmari,0,0,0,1,2,246,Desmodium marilandicum,2002,43,0
43.2002,desmpani,0,0,0,2,2,248,Desmodium paniculatum,2002,43,0
43.2002,dichacum,2,0,0,2,2,253,Dichanthelium acuminatum,2002,43,0
43.2002,dichmala,0,0,2,0,2,258,Dichanthelium malacophyllum,2002,43,0
43.2002,dicholig,2,0,0,3,2,259,Dichanthelium oligosanthes,2002,43,0
43.2002,dichspha,3,3,2,3,2,260,Dichanthelium sphaerocarpon,2002,43,0
43.2002,diosvirg,2,0,0,0,2,265,Diospyros virginiana,2002,43,0
43.2002,eragspec,3,3,0,2,2,293,Eragrostis spectabilis,2002,43,0
43.2002,erechier,0,0,0,2,1,295,Erechtites hieraciifolia,2002,43,0
43.2002,erigstri,3,0,2,2,2,298,Erigeron strigosus,2002,43,0
43.2002,fimbpube,0,2,0,0,2,322,Fimbristylis puberula var. puberula,2002,43,0
43.2002,galipilo,0,0,0,3,2,332,Galium pilosum,2002,43,0
43.2002,gamopurp,2,0,3,0,2,334,Gamochaeta purpurea,2002,43,0
43.2002,geracaro,0,0,0,1,1,340,Geranium carolinianum,2002,43,0
43.2002,hedehisp,3,0,0,0,1,352,Hedeoma hispida,2002,43,0
43.2002,juncinte,3,2,0,3,2,380,Juncus interior,2002,43,0
43.2002,krigcesp,0,0,0,2,1,388,Krigia caespitosa,2002,43,0
43.2002,lechmucr,2,2,2,0,2,396,Lechea mucronata,2002,43,0
43.2002,lepivirg,2,0,0,0,2,401,Lepidium virginicum,2002,43,0
43.2002,lespproc,0,0,0,2,2,406,Lespedeza procumbens,2002,43,0
43.2002,lespvirg,3,3,4,2,4,410,Lespedeza virginica,2002,43,0
43.2002,nuttcana,2,0,0,0,1,465,Nuttallanthus canadensis,2002,43,0
43.2002,opunmacr,0,0,0,1,1,475,Opuntia macrorhiza,2002,43,0
43.2002,oxaldill,3,3,4,3,2,478,Oxalis dillenii,2002,43,0
43.2002,oxalviol,0,0,2,0,2,480,Oxalis violacea,2002,43,0
43.2002,panivirg,0,4,2,3,2,487,Panicum virgatum,2002,43,0
43.2002,paspseta,2,2,0,0,2,497,Paspalum setaceum,2002,43,0
43.2002,planpata,2,0,0,0,2,523,Plantago patagonica,2002,43,0
43.2002,polyvert,0,3,0,0,2,534,Polygala verticillata,2002,43,0
43.2002,quermari,0,2,0,0,2,572,Quercus marilandica,2002,43,0
43.2002,querstel,0,2,5,2,7,576,Quercus stellata,2002,43,0
43.2002,rhuscopa,0,0,2,0,2,583,Rhus copallinum,2002,43,0
43.2002,rubuflag,0,0,0,1,1,592,Rubus flagellaris,2002,43,0
43.2002,rudbhirt,2,0,0,0,2,594,Rudbeckia hirta,2002,43,0
43.2002,ruelhumi,0,0,2,2,2,595,Ruellia humilis,2002,43,0
43.2002,sanicana,0,0,0,2,2,609,Sanicula canadensis,2002,43,0
43.2002,schiscop,3,4,3,3,4,613,Schizachyrium scoparium,2002,43,0
43.2002,scutparv,2,0,3,0,1,622,Scutellaria parvula,2002,43,0
43.2002,soliulmi,0,2,4,2,4,656,Solidago ulmifolia,2002,43,0
