plot,yr,plotnum,yr.plot,205,206,208,220,222,226,238,244,254,259,303,307,308,309,317,319,331,343,346,350,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,OrBis,ChBis,bison,cattle,YrsOB,BP5Yrs,YrsSLB,burn,spring,summer,fall,slope,northness,eastness,OM,pH,SolS,logP,logCa,logFe,logMg,logK,logNa,logB,logMn,logCu,logZn,logAl,PDSIavg,SodTemp,SPI1,SPI12,SPI24,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,rain12,temp1,temp2,temp3,temp4,temp5,temp6,temp7,temp8,temp9,temp10,temp11,temp12,sum.rain,win.rain,spr.rain,sum.temp,win.temp,spr.temp,rain.avg,temp.avg,rich1,rich2,rich3,rich4,rich5,A.cov,P.cov,S.cov,T.cov,A.p,P.p,S.p,T.p,ForbLeg.cov,Forb.cov,Gsum.cov,G3.cov,G4.cov,Leg.cov,Wood.cov,F.p,Gsum.p,G3.p,G4.p,L.p,W.p
222,2001,222.2001,2001.222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5.052054795,1,1.526027397,0,0,0,0,2,-0.432177945,0.901788348,5.46,6.2,17,1.204119983,3.370142847,2.089905111,2.549003262,2.190331698,1.204119983,-0.086186148,1.62324929,0.250420002,0.507855872,2.720985744,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,102,65.5,32.75,17.5,4.75,69,135,4,0,37,63,2,0,144,119,62,38,24,25,2,61,28,19,9,12,1
226,2001,226.2001,2001.226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5.279452055,1,1.526027397,0,0,0,0,4,-0.494898415,0.868950838,5.84,6.1,16,1.146128036,3.34849957,2.281033367,2.625312451,2.086359831,1.278753601,-0.086186148,1.397940009,0.227886705,0.641474111,2.745855195,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,81,46.25,23.75,12.25,2.75,30,133,6,1,17,60,3,1,108,78,55,30,25,30,7,40,24,14,10,14,3
238,2001,238.2001,2001.238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.301369863,2,1.189041096,0,0,0,0,5,-0.903692205,-0.428182669,3.97,6.2,16,1.113943352,3.289811839,2.204119983,2.315970345,1.939519253,1.204119983,0.271841607,1.322219295,0.123851641,0.382017043,2.772321707,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,104,63.5,32.5,11.75,3.5,84,121,4,0,44,58,2,0,137,116,68,37,31,21,4,60,31,19,12,11,2
244,2001,244.2001,2001.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.295890411,0,7.191780822,0,0,0,0,1,0.984381951,-0.176045946,3.64,6,16,1.113943352,3.233757363,2.127104798,2.487138375,2.117271296,1.278753601,0.120573931,1.278753601,0.1430148,0.404833717,2.729974286,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,84,40.75,19.75,7.75,3.5,55,120,2,0,29,54,1,0,98,77,77,41,36,21,2,39,33,21,12,11,1
254,2001,254.2001,2001.254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1.18630137,0,0,0,0,5,-0.866767091,0.498713154,5.09,6.7,19,1.146128036,3.491221576,2.354108439,2.509202522,2.201397124,1.414973348,0.071882007,1.662757832,0.390935107,0.460897843,2.679427897,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,48,26.25,14.25,6,4,20,88,2,0,10,37,1,0,42,38,66,35,31,4,2,19,26,15,11,2,1
259,2001,259.2001,2001.259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0.189041096,1,1,0,0,2,-0.962605866,0.270905788,6.38,6.4,17,1.204119983,3.604442066,1.886490725,2.474216264,2.418301291,1.146128036,-0.040958608,1.886490725,0.204119983,0.45484486,2.790285164,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,74,43.5,22,12.5,4,38,114,2,0,21,52,1,0,90,72,64,26,38,18,0,36,28,13,15,10,0
303,2001,303.2001,2001.303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1.202739726,0,0,0,0,4,0.999843309,0.017701925,4.39,6,16,1.146128036,3.252853031,2.004321374,2.356025857,2.123851641,1.146128036,-0.086186148,1.544068044,0.462397998,0.46686762,2.764922985,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,96,60,31,13.25,5.5,37,159,4,0,20,74,2,0,137,105,59,31,28,32,4,53,25,15,10,16,2
307,2001,307.2001,2001.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0.219178082,1,1,0,0,3,0.984381951,-0.176045946,3.91,6,17,1.113943352,3.175511813,2.301029996,2.46834733,1.982271233,1.447158031,-0.086186148,1.477121255,0.113943352,0.367355921,2.736396502,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,97,59.25,33,18,7.25,73,124,0,0,37,60,0,0,105,92,92,50,42,13,0,48,42,24,18,7,0
308,2001,308.2001,2001.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0.205479452,1,1,0,0,7,0.943984139,0.329990826,7.04,6.5,20,1.204119983,3.62797999,2.041392685,2.650307523,2.380211242,1.361727836,0.033423755,1.579783597,0.411619706,0.600972896,2.737987326,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,60,38.5,23.5,12,3.75,16,119,3,0,8,51,1,0,94,69,41,14,27,25,3,31,17,7,10,11,1
309,2001,309.2001,2001.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0.205479452,1,1,0,0,8,0.814180971,0.580611184,5.43,5.9,18,1.204119983,3.191451014,2.281033367,2.540329475,2.079181246,1.662757832,-0.148741651,1.079181246,0.1430148,0.350248018,2.822168079,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,86,49.5,28.5,14.5,5,41,132,4,0,22,62,2,0,117,94,56,27,29,23,4,46,27,15,12,11,2
317,2001,317.2001,2001.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0.219178082,1,1,0,0,5,0.787714512,-0.616040459,4.62,6.8,18,1.041392685,3.493318608,2.222716471,2.506505032,2.146128036,1.342422681,0.004321374,1.672097858,0.250420002,0.359835482,2.685741739,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,85,53,30.25,13,3,58,117,5,0,30,52,3,0,103,91,74,43,31,12,3,45,32,21,11,6,2
319,2001,319.2001,2001.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3.22739726,0,0,0,0,1,-0.975629313,0.219425258,5.28,6.2,17,1.255272505,3.539703239,1.949390007,2.495544338,2.342422681,1.176091259,-0.173925197,1.62324929,0.401400541,0.447158031,2.671172843,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,78,44.5,22,9,3.75,61,108,0,0,28,50,0,0,108,97,61,24,37,11,0,45,27,12,15,6,0
331,2001,331.2001,2001.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.178082192,0,0,0,0,2,-0.022096619,-0.99975584,2.28,5.9,14,1.342422681,2.957607287,2.330413773,1.977723605,1.785329835,1.204119983,-0.251811973,1.361727836,-0.080921908,0.738780558,2.681241237,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,90,55.75,28.25,13.5,4,89,93,0,0,45,45,0,0,114,92,64,36,28,22,4,48,29,17,12,11,2
343,2001,343.2001,2001.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3.230136986,0,0,0,0,2,0.555113302,-0.831774743,3.73,5.9,16,1.113943352,3.220108088,2.342422681,2.482873584,2.117271296,1.176091259,-0.113509275,1.568201724,0.421603927,0.46686762,2.752816431,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,79,42,24.5,10,3,55,108,0,0,28,51,0,0,91,79,70,38,32,12,2,41,31,19,12,6,1
346,2001,346.2001,2001.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0.189041096,1,1,0,0,5,-0.525347639,0.850887689,4.73,6.1,15,1.041392685,3.378034322,2.123851641,2.555094449,2.193124598,1.361727836,-0.15490196,1.041392685,0.170261715,0.271841607,2.691081492,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,84,41.25,19.25,11.5,5.5,23,150,2,2,14,68,1,1,94,76,77,32,45,18,6,37,34,16,18,10,3
350,2001,350.2001,2001.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0.210958904,1,1,0,0,2,0.066306858,0.997799279,5.48,6,16,1.176091259,3.37051309,2.301029996,2.540329475,2.06069784,1.77815125,-0.086186148,1.505149978,0.285557309,0.579783597,2.664641976,0.829416655,73.1,-2.06,-1.32,0.04,2.53,3.98,1.8,1.26,5.74,10.59,2.02,0.01,0.53,4.76,1.75,0.6,37.6,36.3,43.7,63.8,67.1,71.5,77.8,83.5,73.2,62.4,40.4,24.9,3.2875,2.41,20.075,76.5,41.325,52.725,2.964166667,56.85,94,56.25,27.25,12,3.75,50,135,4,0,27,65,2,0,113,94,72,40,32,19,4,49,33,20,13,10,2
205,2002,205.2002,2002.205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8.630136986,1,4.347945205,0,0,0,0,3,-0.899879974,0.436137629,6.89,7,32,1.113943352,3.601190533,2.100370545,2.730782276,2.307496038,1.579783597,0.064457989,1.681241237,0.511883361,0.646403726,2.713490543,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,84,50,27.25,15.5,6,59,116,4,0,28,54,2,0,121,101,56,29,27,20,2,50,23,12,11,10,1
206,2002,206.2002,2002.206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6.060273973,1,1.169863014,0,0,0,0,1,0.771061029,0.636761251,5.57,6.6,27,1.176091259,3.497482537,2.158362492,2.597695186,2.187520721,1.698970004,-0.107905397,1.748188027,0.404833717,0.731588765,2.677606953,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,81,45.25,21.75,9,3.75,35,130,4,2,19,59,2,1,100,76,65,33,32,24,6,39,27,16,11,12,3
208,2002,208.2002,2002.208,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8.638356164,1,1.523287671,0,0,0,0,5,-0.083989475,0.996466642,6.17,7.4,30,0.903089987,3.606811147,2.008600172,2.747411808,2.303196057,2.33243846,0.123851641,1.785329835,0.383815366,0.390935107,2.658011397,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,77,41.75,23.5,10.5,2.5,53,108,2,0,27,49,1,0,110,87,51,27,24,23,2,44,21,12,9,11,1
220,2002,220.2002,2002.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8.630136986,1,1.21369863,0,0,0,0,4,-0.999020813,-0.044242678,6.47,7,26,0.903089987,3.496098992,2.276461804,2.592176757,2.155336037,1.477121255,-0.065501549,1.785329835,0.356025857,0.5289167,2.643452676,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,67,35.25,18.5,7.75,2,27,105,4,0,14,51,2,0,78,58,54,27,27,20,4,32,23,12,11,10,2
222,2002,222.2002,2002.222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6.046575342,1,2.520547945,0,0,0,0,2,-0.432177945,0.901788348,6.14,6.3,25,1.041392685,3.464191371,2.170261715,2.619093331,2.475671188,1.612783857,-0.119186408,1.755874856,0.340444115,0.7084209,2.756636108,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,96,61.25,27.75,12.5,4.75,66,126,4,0,34,60,2,0,130,105,64,38,26,25,2,53,28,18,10,14,1
226,2002,226.2002,2002.226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,6.276712329,1,2.523287671,0,0,0,0,4,-0.494898415,0.868950838,7.06,6,25,1,3.414639147,2.408239965,2.685741739,2.181843588,1.531478917,-0.119186408,1.544068044,0.292256071,0.770115295,2.778874472,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,84,46.5,19.5,10,3.5,29,141,8,0,17,64,3,0,103,70,69,38,31,33,6,37,30,18,12,15,2
238,2002,238.2002,2002.238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.309589041,3,0.205479452,1,1,0,0,5,-0.903692205,-0.428182669,4.33,6.1,22,0.903089987,3.342027688,2.340444115,2.387389826,2.008600172,1.491361694,-0.180456064,1.477121255,0.318063335,0.587710965,2.781036939,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,92,58.5,30.5,15.5,5.75,59,125,2,0,32,59,1,0,112,92,72,43,29,20,2,48,33,22,11,10,1
244,2002,244.2002,2002.244,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3.304109589,1,0.780821918,1,0,1,0,1,0.984381951,-0.176045946,4.41,6.1,23,1.041392685,3.315340477,2.278753601,2.545307116,2.243038049,1.380211242,-0.207608311,1.431363764,0.146128036,0.629409599,2.797959644,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,84,46.75,22,10.5,3.75,47,127,2,0,25,58,1,0,105,79,69,38,31,26,2,40,30,18,12,13,1
254,2002,254.2002,2002.254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0.775342466,1,0,1,0,5,-0.866767091,0.498713154,6.56,7.1,26,0.954242509,3.572755465,2.385606274,2.53529412,2.283301229,1.447158031,0.029383778,1.770852012,0.426511261,0.591064607,2.57634135,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,55,34.75,16,8.5,3.25,34,88,2,0,16,38,1,0,60,50,62,37,25,10,2,25,24,15,9,5,1
259,2002,259.2002,2002.259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1.178082192,0,0,0,0,2,-0.962605866,0.270905788,5.99,6.2,24,0.903089987,3.569958818,1.959041392,2.475671188,2.294466226,1.342422681,-0.142667504,1.857332496,0.206825876,0.465382851,2.781036939,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,60,39,23,10.5,3.75,19,110,0,0,10,50,0,0,66,50,63,22,41,16,0,25,27,11,16,8,0
303,2002,303.2002,2002.303,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2.216438356,0,0,0,0,4,0.999843309,0.017701925,5.1,6,23,1,3.314288661,2.130333768,2.436162647,2.23299611,1.322219295,-0.091514981,1.653212514,0.206825876,0.683047038,2.79518459,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,99,61.75,32.5,13.5,5.5,36,164,5,0,21,75,3,0,133,103,67,31,36,30,5,53,28,16,12,15,3
307,2002,307.2002,2002.307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.460273973,2,1.216438356,0,0,0,0,3,0.984381951,-0.176045946,4.86,6.1,24,0.954242509,3.325310372,2.414973348,2.618048097,2.093421685,1.477121255,-0.080921908,1.531478917,0.217483944,0.511883361,2.785329835,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,73,41,27.25,11.75,3.75,42,114,0,0,22,51,0,0,68,57,88,45,43,11,0,30,37,21,16,6,0
308,2002,308.2002,2002.308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0.246575342,1,1,0,0,7,0.943984139,0.329990826,8.43,6.6,29,1.041392685,3.682956926,2.10720997,2.720985744,2.434568904,1.462397998,0.012837225,1.653212514,0.480006943,0.72427587,2.728353782,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,58,35,19.5,10.25,3.5,14,118,4,0,8,49,1,0,85,61,47,13,34,24,4,29,17,6,11,11,1
309,2002,309.2002,2002.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0.246575342,1,1,0,0,8,0.814180971,0.580611184,4.96,5.8,23,0.903089987,3.217220656,2.423245874,2.561101384,2.133538908,1.662757832,-0.107905397,1.176091259,0.220108088,0.376576957,2.881954971,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,75,47,21.25,11,4.25,31,130,4,0,16,57,2,0,94,73,67,28,39,21,4,36,27,14,13,10,2
317,2002,317.2002,2002.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0.468493151,2,1.224657534,0,0,0,0,5,0.787714512,-0.616040459,5.91,6.8,26,1,3.57205799,2.367355921,2.559906625,2.136720567,1.447158031,0.071882007,1.72427587,0.301029996,0.521138084,2.683047038,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,64,37.25,20.25,9.25,3.25,22,115,4,0,13,49,2,0,59,50,80,47,33,9,2,26,32,21,11,5,1
319,2002,319.2002,2002.319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0.197260274,1,1,0,0,1,-0.975629313,0.219425258,6,6.3,28,1.041392685,3.590395947,2.068185862,2.556302501,2.399673721,1.414973348,-0.031517051,1.77815125,0.356025857,0.596597096,2.700703717,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,73,40,19.25,7.5,2.75,52,106,0,0,24,49,0,0,97,89,61,26,35,8,0,42,27,12,15,4,0
331,2002,331.2002,2002.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.189041096,0,0,0,0,2,-0.022096619,-0.99975584,2.47,5.9,21,1.322219295,3.105850674,2.45484486,2.10720997,2.045322979,1.477121255,-0.13667714,1.579783597,0.093421685,0.904715545,2.757396029,-0.938000003,73.4,-0.63,-1.89,0,0.2,0.63,0.73,5.2,4.61,0.94,0.54,0.72,1.68,2.41,0.81,0.94,37,38.9,44.5,59.4,64.1,73.9,84.2,82.3,69.8,59.3,52.6,40.3,0.97,1.09,21.11,77.55,47.3,51.725,1.6175,58.85833333,83,53.75,24,9,2.5,79,92,0,0,40,43,0,0,104,84,63,36,27,20,4,42,29,18,11,10,2
